Entity,relation,Newnode
大麦黄花叶病,分布区域,浙江
大麦黄花叶病,分布区域,上海
大麦黄花叶病,分布区域,安徽
大麦黄花叶病,分布区域,湖北
大麦黄花叶病,病原学名,Barleyyellowmosaicvirus
大麦黄花叶病,病原中文名,大麦黄花叶病毒
大麦黄花叶病,病原属性,病毒
大麻白星病,别名,斑枯病
大麻白星病,分布区域,山东
大麻白星病,分布区域,东北
大麻白星病,分布区域,河北
大麻白星病,分布区域,新疆
大麻白星病,分布区域,贵州
大麻白星病,分布区域,台湾
大麻白星病,分布区域,大麻种植区
大麻白星病,为害部位,叶片
大麻白星病,病原学名,Septoriacannabis(Lasch.)Sacc.
大麻白星病,病原中文名,大麻壳针孢(大麻白星病菌)
大麻白星病,病原属性,半知菌亚门真菌
大麻白星病,防治药物,1∶1∶160倍式波尔多液
大麻白星病,防治药物,14%络氨铜水剂300倍液
大麻白星病,防治药物,60%琥胶肥酸铜可湿性粉剂500倍液
大麻白星病,防治药物,50%甲福混剂可湿性粉剂600-800倍液
大麻白星病,防治药物,50%苯菌灵可湿性粉剂1500倍液
大麻霉斑病,分布区域,各麻区
大麻霉斑病,为害部位,叶片
大麻霉斑病,病原学名,CercosporacannabinaWakefeiid
大麻霉斑病,病原中文名,大麻尾孢
大麻霉斑病,病原属性,半知菌亚门真菌
大麻霉斑病,防治药物,1∶0.5-1∶100售式波尔多液
大麻霉斑病,防治药物,50%琥胶肥酸铜(DT)可湿性粉剂500倍液
大麻霉斑病,防治药物,60%多福混剂600-800倍液
大麻霉斑病,防治药物,36%甲基硫菌灵悬浮剂500倍液
大麻霉斑病,防治药物,50%苯菌灵可湿性粉剂1500倍液
大麻霉斑病,防治药物,65%甲霉灵可湿性粉剂1000倍液
大麻霜霉病,为害部位,叶片
大麻霜霉病,为害部位,茎秆
大麻霜霉病,分布区域,华北
大麻霜霉病,分布区域,东北
大麻霜霉病,分布区域,云南
大麻霜霉病,病原学名,Pseudoperonosporacannabina(Otth)Curz.
大麻霜霉病,病原中文名,大麻假霜霉
大麻霜霉病,病原属性,鞭毛菌亚门真菌
大麻霜霉病,防治药物,80%喷克可湿性粉剂600倍液
大麻霜霉病,防治药物,40%大富丹可湿性粉剂400～500倍液
大麻霜霉病,防治药物,75%百菌清可湿性粉剂600倍液
大麻霜霉病,防治药物,90%乙膦铝可湿性粉剂500倍液
大麻霜霉病,防治药物,72%杜邦克露
大麻霜霉病,防治药物,72%克霜氰
大麻霜霉病,防治药物,72%霜脲·锰锌可湿性粉剂700～800倍液
大麻霜霉病,防治药物,69%安克·锰锌可湿性粉剂900～1000倍液
小麦卷曲病,别名,扭叶病
小麦卷曲病,别名,双冠子叶斑病
小麦卷曲病,为害部位,叶片
小麦卷曲病,为害部位,叶鞘
小麦卷曲病,病原学名,Dilophosporaalopecuri(Fr.)Fr.
小麦卷曲病,病原中文名,看麦娘双极毛孢
小麦卷曲病,病原属性,半知菌亚门真菌
小麦吸浆虫,学名,Sitodiplosismosellana(G6hin)
小麦吸浆虫,学名,Comtariniatritci(Kiby)
小麦吸浆虫,属目,双翅目
小麦吸浆虫,属科,瘦蚊科
小麦吸浆虫,分布区域,黑龙江
小麦吸浆虫,分布区域,内蒙古
小麦吸浆虫,分布区域,吉林
小麦吸浆虫,分布区域,辽宁
小麦吸浆虫,分布区域,宁夏
小麦吸浆虫,分布区域,甘肃
小麦吸浆虫,分布区域,青海
小麦吸浆虫,分布区域,河北
小麦吸浆虫,分布区域,山西
小麦吸浆虫,分布区域,陕西
小麦吸浆虫,分布区域,河南
小麦吸浆虫,分布区域,山东
小麦吸浆虫,分布区域,安徽
小麦吸浆虫,分布区域,江苏
小麦吸浆虫,分布区域,浙江
小麦吸浆虫,分布区域,湖北
小麦吸浆虫,分布区域,湖南
小麦吸浆虫,分布区域,江河沿岸的平原麦区
小麦吸浆虫,分布区域,山西
小麦吸浆虫,分布区域,内蒙古
小麦吸浆虫,分布区域,河南
小麦吸浆虫,分布区域,湖北
小麦吸浆虫,分布区域,陕西
小麦吸浆虫,分布区域,四川
小麦吸浆虫,分布区域,甘肃
小麦吸浆虫,分布区域,青海
小麦吸浆虫,分布区域,宁夏
小麦吸浆虫,分布区域,高纬度地区
小麦吸浆虫,寄主,小麦
小麦吸浆虫,寄主,大麦
小麦吸浆虫,寄主,青棵
小麦吸浆虫,寄主,燕麦
小麦吸浆虫,寄主,黑麦
小麦吸浆虫,寄主,雀麦
小麦吸浆虫,为害部位,麦粒
小麦吸浆虫,防治药物,甲敌粉
小麦吸浆虫,防治药物,乙敌粉
小麦吸浆虫,防治药物,40％乐果乳油
小麦吸浆虫,防治药物,50％辛硫磷乳油
小麦吸浆虫,防治药物,80％敌敌畏乳油2000倍液
小麦吸浆虫,防治药物,2.5％溴氰菊酯乳油
小麦吸浆虫,防治药物,20％杀灭菊酯乳油4000倍液
小麦吸浆虫,防治药物,36％克螨蝇乳油1000倍液
小麦吸浆虫,防治药物,40％乐果乳油
小麦吸浆虫,防治药物,50％辛硫磷乳油
小麦吸浆虫,防治药物,80％敌敌畏乳油
小麦壳针孢叶枯病,别名,小麦斑枯病
小麦壳针孢叶枯病,为害部位,叶片
小麦壳针孢叶枯病,为害部位,叶鞘
小麦壳针孢叶枯病,为害部位,茎部
小麦壳针孢叶枯病,为害部位,穗部
小麦壳针孢叶枯病,病原学名,SeptoriatriticiRob.etDesm.
小麦壳针孢叶枯病,病原中文名,小麦壳针孢
小麦壳针孢叶枯病,病原属性,半知菌亚门真菌
小麦壳针孢叶枯病,防治药物,三唑酮或噻菌灵
小麦壳针孢叶枯病,防治药物,0.03%的三唑醇(有效成分)
小麦壳针孢叶枯病,防治药物,40%多・福合剂
小麦壳针孢叶枯病,防治药物,70%甲基硫菌灵(甲基托布津)可湿性粉剂800～1000倍液
小麦壳针孢叶枯病,防治药物,50%多菌灵可湿性粉剂600～800倍液
小麦壳针孢叶枯病,防治药物,25%苯菌灵乳油800倍液
小麦壳针孢叶枯病,防治药物,75%百菌清可湿性粉剂500～600倍液
小麦壳针孢叶枯病,防治药物,70%代森锰锌可湿性粉剂400～600倍液
小麦干热风害,为害部位,叶片
小麦干热风害,为害部位,茎秆
小麦干热风害,防治药物,6%―10%的草木灰浸提液
小麦干热风害,防治药物,0.05%阿斯匹林水溶液
小麦炭疽病,为害部位,叶鞘
小麦炭疽病,为害部位,叶片
小麦炭疽病,病原学名,Colletotrichumgraminicola(Ces.)Wils.
小麦炭疽病,病原中文名,禾生炭疽菌
小麦炭疽病,病原属性,半知菌亚门真菌
小麦炭疽病,防治药物,50%苯菌灵可湿性粉剂1500倍液
小麦炭疽病,防治药物,25%苯菌灵乳油800倍液
小麦眼斑病,别名,茎裂病
小麦眼斑病,为害部位,距地面15―20cm植株基部的叶鞘
小麦眼斑病,为害部位,茎秆
小麦眼斑病,病原学名,Pseudocercosporellahaerpotrichioides(Fron)Dei
小麦眼斑病,病原中文名,铺毛拟小尾孢
小麦眼斑病,病原属性,半知菌亚门真菌
小麦眼斑病,防治药物,36%甲基硫菌灵悬浮剂500倍液
小麦眼斑病,防治药物,50%苯菌灵可湿性粉剂1500倍液
小麦秆枯病,为害部位,茎秆
小麦秆枯病,为害部位,叶鞘
小麦秆枯病,病原学名,GibellinacerealisPass.
小麦秆枯病,病原中文名,禾谷绒座壳
小麦秆枯病,病原属性,子囊菌亚门真菌
小麦秆枯病,防治药物,50%拌种双
小麦秆枯病,防治药物,福美双
小麦秆枯病,防治药物,40%多菌灵可湿粉
小麦秆枯病,防治药物,50%甲基硫菌灵可湿粉
小麦管蓟马,学名,Haplothripstritici(Kurdjumov)
小麦管蓟马,属目,缨翅目
小麦管蓟马,属科,管蓟马科
小麦管蓟马,别名,小麦皮蓟马
小麦管蓟马,别名,麦简管蓟马
小麦管蓟马,分布区域,新疆
小麦管蓟马,分布区域,甘肃
小麦管蓟马,寄主,小麦
小麦管蓟马,寄主,大麦
小麦管蓟马,寄主,黑麦
小麦管蓟马,寄主,燕麦
小麦管蓟马,寄主,向日葵
小麦管蓟马,寄主,薄公英
小麦管蓟马,寄主,狗尾草
小麦管蓟马,为害部位,花器
小麦管蓟马,为害部位,护颖
小麦管蓟马,为害部位,外颖
小麦管蓟马,防治药物,20％丁硫克百威乳油
小麦管蓟马,防治药物,10％吡虫啉可湿性粉剂
小麦管蓟马,防治药物,1.8％爱比菌素乳油
小麦管蓟马,防治药物,10％除尽乳油2000倍液
小麦管蓟马,防治药物,2.5％保得乳油2500倍液
小麦管蓟马,防治药物,10％大功臣可湿性粉剂
小麦管蓟马,防治药物,44％多虫清乳油
小麦糜疯病,别名,拐节病
小麦糜疯病,为害部位,花叶
小麦糜疯病,分布区域,西北麦区
小麦糜疯病,病原学名,Wheatstreakmosaicvirus
小麦糜疯病,病原中文名,小麦条点花叶病毒
小麦糜疯病,病原属性,弹状病毒组
小麦腥黑穗病和矮腥黑穗病,别名,腥乌麦
小麦腥黑穗病和矮腥黑穗病,别名,黑麦
小麦腥黑穗病和矮腥黑穗病,别名,黑疸
小麦腥黑穗病和矮腥黑穗病,为害部位,穗部
小麦腥黑穗病和矮腥黑穗病,病原学名,Tilletiacaries(DC.)Tul.
小麦腥黑穗病和矮腥黑穗病,病原中文名,小麦网腥黑偻菌
小麦腥黑穗病和矮腥黑穗病,病原学名,Tilletiafoetida(Wallr.)Liro
小麦腥黑穗病和矮腥黑穗病,病原中文名,小麦光腥黑粉菌
小麦腥黑穗病和矮腥黑穗病,病原学名,TilletiacontraversaK&uuml;hn
小麦腥黑穗病和矮腥黑穗病,病原中文名,小麦矮腥黑粉菌
小麦腥黑穗病和矮腥黑穗病,病原属性,担子菌亚门真菌
小麦腥黑穗病和矮腥黑穗病,病原中文名,小麦光腥黑粉菌
小麦腥黑穗病和矮腥黑穗病,病原中文名,小麦矮腥黑粉菌
小麦腥黑穗病和矮腥黑穗病,防治药物,20%三唑酮(粉锈宁)
小麦腥黑穗病和矮腥黑穗病,防治药物,15%三唑醇(百坦、羟锈宁)
小麦腥黑穗病和矮腥黑穗病,防治药物,40%福美双
小麦腥黑穗病和矮腥黑穗病,防治药物,40%拌种双
小麦腥黑穗病和矮腥黑穗病,防治药物,50%多菌灵
小麦腥黑穗病和矮腥黑穗病,防治药物,70%甲基硫菌灵(甲基托布津)
小麦腥黑穗病和矮腥黑穗病,防治药物,20%萎锈灵等药剂
小麦褐斑病,为害部位,下部叶片
小麦褐斑病,病原学名,AscochytagraminicolaSacc.
小麦褐斑病,病原中文名,禾生壳二孢
小麦褐斑病,病原属性,半知菌亚门真菌
小麦越冬死苗,防治药物,天威叶面肥500倍液
小麦越冬死苗,防治药物,万家宝800倍液
小麦越冬死苗,防治药物,万家宝500―600倍液
小麦链格孢叶枯病,为害部位,叶片
小麦链格孢叶枯病,病原学名,AlternariatenuisNees.
小麦链格孢叶枯病,病原中文名,链格孢
小麦链格孢叶枯病,病原属性,半知菌亚门真菌
小麦链格孢叶枯病,防治药物,75%百菌清可湿性粉剂600倍液
小麦链格孢叶枯病,防治药物,70%代森锰锌可湿性粉剂500倍液
小麦链格孢叶枯病,防治药物,64%杀毒矾可湿性粉剂500倍液
小麦链格孢叶枯病,防治药物,50%扑海因可湿性粉剂1500倍液
小麦黑颖病,为害部位,叶片
小麦黑颖病,为害部位,叶鞘
小麦黑颖病,为害部位,穗部
小麦黑颖病,为害部位,颖片
小麦黑颖病,为害部位,麦芒
小麦黑颖病,病原学名,Xanthomonascampestrispv.translucens(Jonesetal.)Dye
小麦黑颖病,病原中文名,油菜单胞菌小麦致病变种
小麦黑颖病,病原属性,细菌
小麦黑颖病,防治药物,15%叶青双胶悬剂
小麦黑颖病,防治药物,25%叶青双可湿性粉剂
小麦黑颖病,防治药物,新植霉素4000倍液
异型莎草,学名,CyperusdifformisL．
异型莎草,属科,莎草科一年生草本植物
异型莎草,别名,三角草
异型莎草,别名,球花莎草
异型莎草,别名,黄棵头
异型莎草,分布区域,东北
异型莎草,分布区域,河北
异型莎草,分布区域,山西
异型莎草,分布区域,陕西
异型莎草,分布区域,广东
异型莎草,分布区域,云南
异型莎草,寄主,水稻
异型莎草,寄主,低湿地旱作物
异型莎草,生长地,稻田
异型莎草,生长地,水边湿地
截形叶螨,学名,Tetranychustruncatus(Ehara)
截形叶螨,属目,蜱螨目
截形叶螨,属科,叶螨科
截形叶螨,异名,T．Telarius
截形叶螨,别名,棉红蜘蛛
截形叶螨,别名,棉叶螨
截形叶螨,分布区域,全国各地
截形叶螨,寄主,玉米
截形叶螨,寄主,甘薯
截形叶螨,寄主,木薯
截形叶螨,寄主,豆类
截形叶螨,寄主,瓜类
截形叶螨,寄主,棉花
截形叶螨,寄主,茄子
截形叶螨,为害部位,叶背
截形叶螨,为害部位,叶片
截形叶螨,防治药物,25％抗螨23(N23)乳油500―600倍液
截形叶螨,防治药物,73％克螨持乳油1000―2000倍液
截形叶螨,防治药物,25％灭蜗猛可湿性粉剂1000―1500倍液
截形叶螨,防治药物,20％灭扫利乳油2000倍液
截形叶螨,防治药物,2．5％天王星乳油3000倍液
截形叶螨,防治药物,5％尼索朗乳油2000倍液
截形叶螨,防治药物,20％双甲脒乳油1000―1500倍液
截形叶螨,防治药物,1．8％爱福丁(BA-1)乳油抗生素杀虫杀螨剂5000倍液
截形叶螨,防治药物,10％吡虫啉可湿性粉剂l500倍液
截形叶螨,防治药物,l5％哒螨灵(扫螨净、牵牛星)乳油2500倍液
扁秆草,学名,Scirpusplaniculmis(Fr．)Schmidt
扁秆草,属科,莎草科多年生草本植物
扁秆草,别名,三棱草
扁秆草,别名,海三棱
扁秆草,分布区域,东北
扁秆草,分布区域,华北
扁秆草,分布区域,西北
扁秆草,分布区域,河南
扁秆草,分布区域,山东
扁秆草,分布区域,江苏
扁秆草,分布区域,浙江
扁秆草,分布区域,云南
扁秆草,寄主,水稻
扁秆草,生长地,湿地
扁秆草,生长地,浅水
曼陀罗,学名,DaturastramoniumL．
曼陀罗,属科,茄科一年生草本植物
曼陀罗,分布区域,全国各地
曼陀罗,寄主,棉花
曼陀罗,寄主,豆类
曼陀罗,寄主,薯类
曼陀罗,寄主,蔬菜
曼陀罗,生长地,农田
曼陀罗,生长地,荒地
木薯细菌性枯萎病,别名,流胶病
木薯细菌性枯萎病,为害部位,叶片
木薯细菌性枯萎病,为害部位,茎部
木薯细菌性枯萎病,病原学名,XanthomonasmanihotisArtheodetBev.)Stars
木薯细菌性枯萎病,病原学名,XanthomonascampestrisPv.manihotisStarr.
木薯细菌性枯萎病,病原中文名,木薯萎蔫病黄单胞菌
木薯细菌性枯萎病,病原属性,细菌
木薯细菌性枯萎病,防治药物,农用硫酸链霉素4000倍液
木薯细菌性枯萎病,防治药物,12％绿乳铜乳油600倍液
木薯细菌性枯萎病,防治药物,47％加瑞农可湿性粉剂700倍液
木薯细菌性枯萎病,防治药物,77％可杀得可湿性微粒粉剂600倍液
木薯花叶病,病原学名,Cassavacommonmosaicvirus
木薯花叶病,病原属性,马铃薯X病毒组
木薯花叶病,病原学名,Africancassavamosaicvirue
木薯花叶病,病原属性,联体病毒组
木薯花叶病,防治药物,抗毒丰(0.5％菇类蛋白多糖水剂)300倍液
木薯花叶病,防治药物,20％病毒A可湿性粉剂500倍液
木薯花叶病,防治药物,5％菌毒清水剂500倍液
桑卷叶枯病,别名,桑叶枯病
桑卷叶枯病,分布区域,辽宁
桑卷叶枯病,分布区域,内蒙古
桑卷叶枯病,分布区域,山东
桑卷叶枯病,分布区域,四川
桑卷叶枯病,分布区域,江苏
桑卷叶枯病,分布区域,浙江
桑卷叶枯病,为害部位,桑叶
桑卷叶枯病,病原学名,HormodendrummoriYendo
桑卷叶枯病,病原中文名,桑单胞枝霉
桑卷叶枯病,病原属性,半知菌亚门真菌
桑卷叶枯病,防治药物,36％甲基硫菌灵悬浮剂800倍液
桑卷叶枯病,防治药物,50％多菌灵可湿性粉剂1000倍液
桑卷叶枯病,防治药物,波美4°一5°石硫合剂
桑卷叶枯病,防治药物,25％多菌灵可湿性粉剂500倍液
桑树云斑天牛,学名,Batocerahorsfieldi(Hope)
桑树云斑天牛,属目,鞘翅目
桑树云斑天牛,属科,天牛科
桑树云斑天牛,别名,白条天牛
桑树云斑天牛,别名,核桃天牛
桑树云斑天牛,分布区域,河北
桑树云斑天牛,分布区域,山东
桑树云斑天牛,分布区域,山西
桑树云斑天牛,分布区域,河南
桑树云斑天牛,分布区域,陕西
桑树云斑天牛,分布区域,江苏
桑树云斑天牛,分布区域,浙江
桑树云斑天牛,分布区域,福建
桑树云斑天牛,分布区域,安徽
桑树云斑天牛,分布区域,湖北
桑树云斑天牛,分布区域,江西
桑树云斑天牛,分布区域,湖南
桑树云斑天牛,分布区域,广东
桑树云斑天牛,分布区域,广西
桑树云斑天牛,分布区域,四川
桑树云斑天牛,分布区域,贵州
桑树云斑天牛,分布区域,云南
桑树云斑天牛,分布区域,台湾
桑树云斑天牛,寄主,核桃
桑树云斑天牛,寄主,苹果
桑树云斑天牛,寄主,山楂
桑树云斑天牛,寄主,楷杷
桑树云斑天牛,寄主,无花果
桑树云斑天牛,为害部位,嫩枝皮
桑树云斑天牛,为害部位,枝干皮层
桑树云斑天牛,为害部位,木质部
桑树云斑天牛,防治药物,90％晶体敌百虫900倍液
桑树云斑天牛,防治药物,50％马拉硫磷乳油
桑树云斑天牛,防治药物,80％敌敌畏乳油1500倍液
桑树春尺蠖,学名,ApocheimacinerariusErschoff
桑树春尺蠖,属目,鳞翅目
桑树春尺蠖,属科,尺蠖蛾科
桑树春尺蠖,别名,沙枣尺蠖
桑树春尺蠖,别名,桑灰尺蠖
桑树春尺蠖,别名,榆尺蠖
桑树春尺蠖,别名,柳尺蠖
桑树春尺蠖,寄主,桑树
桑树春尺蠖,寄主,沙枣
桑树春尺蠖,寄主,核桃
桑树春尺蠖,寄主,苹果
桑树春尺蠖,寄主,胡杨
桑树春尺蠖,寄主,麦类
桑树春尺蠖,寄主,玉米
