title,lable
75%担菌灵可湿性粉剂,newNode
1：3：90倍式波尔多液,newNode
我国的北方,newNode
AgriotesfuscicollisMiwa,newNode
蔷蔽,newNode
胶胞炭疽菌,newNode
Oscinellafrit(Linnaeus),newNode
50%多霉灵可湿性粉剂800倍液(万霉灵2@#),newNode
三角草,newNode
70%百菌清可湿性粉剂600-800倍液,newNode
2.5%敌百虫粉剂,newNode
50%速克灵可湿性粉剂2000倍液,newNode
药用植物姜瘟病,newNode
95%绿亨1号(恶霉灵)精品4500倍液,newNode
Wheatrosettevirus,newNode
军配盲蝽,newNode
冲绳,newNode
水稻营养障碍,newNode
滋阴补肾、润肺止咳、平喘防虫,newNode
尖镰孢菌嗜管专化型,newNode
近地面的茎,newNode
大背袋虫,newNode
三酮,newNode
化痰止咳、和胃降气,newNode
牧草,newNode
FusariμmoxysporμmSchlecht.,newNode
蚕豆,newNode
鸢尾褐斑瘤蠕孢霉,newNode
黄叶虫,newNode
Phaeoramulariafusimaculans(Atkinson)LiuetGuo,newNode
富氏葡萄孢菌,newNode
条斑叶蝉,newNode
Erysiphecruciferarum(Opiz)Junel1,newNode
13星瓢虫,newNode
桑树春尺蠖,newNode
20％扫螨净可湿性粉剂3000倍液,newNode
5％抑太保乳油3000一4000倍液,newNode
药用菊花白粉病,newNode
拱拱虫,newNode
0.3%-0.5%的硫酸亚铁,newNode
八角,newNode
药用植物害虫茴香薄翅野螟,newNode
Fusariumavenaceum(Fr．)Sacc．,newNode
花生根结线虫,newNode
杀虫脒,newNode
荷花,newNode
麦黑斑潜叶蝇,newNode
枫香,newNode
Cassavacommonmosaicvirus,newNode
各甜菜区,newNode
FusariumgraminearumSchwl,newNode
30％螨蚜威乳油1500倍液,newNode
茎鞘,newNode
蓼科多年生草本植物,newNode
Alternariaricini(YoshiietTakim.)Hausf,newNode
磷胺,newNode
北方,newNode
50％异丙磷乳油,newNode
鳃金龟子科,newNode
5％井冈霉素水剂1000一1600倍液,newNode
芝麻尾孢,newNode
麦鞘毛眼水蝇,newNode
Tyrophgusputrescentiae(Schrank),newNode
伏虫脉,newNode
高粱胶尾孢,newNode
稻螟赤眼蜂,newNode
HydrelliaphilippinaFerino,newNode
20％速灭杀丁乳油2000倍液,newNode
芋类,newNode
50％多菌灵可湿性粉剂600一800倍液,newNode
CeuthorrhynchusasperRoel,newNode
Noctuaconspicua,newNode
理气止痛、消食化痰,newNode
90％晶体敌百虫1500倍液,newNode
甲霜灵系列杀菌剂,newNode
马铃自癌肿病,newNode
冬葵,newNode
Fusariumsolani(Wart．)App．etWollenw,newNode
AttagenuspiceusOlivier,newNode
桑花叶卷叶病,newNode
药用植物姜眼斑病,newNode
薄荷柄锈菌,newNode
白蜡,newNode
恶性圆蚧,newNode
2.5％保得乳油2000-2500倍液,newNode
杏疔座霉,newNode
硫酸锰1kg,newNode
60％防霉宝超微可湿性粉剂600一700倍液,newNode
异稻缘蝽,newNode
玉米变异穗和双色穗,newNode
萝卜,newNode
枣树截干虫,newNode
33%纹霉净可湿性粉剂,newNode
蔡科一年生草木植物,newNode
72．2％普力克水溶性液剂600倍液,newNode
小麦叶蝉,newNode
青红榆,newNode
霉根,newNode
玉米矮花叶病毒病,newNode
甘蔗白条病,newNode
油菜白锈病,newNode
光肩天牛,newNode
75％百菌清可湿性粉剂800一900倍液,newNode
白星病,newNode
橡胶树,newNode
粮食作物,newNode
EmpoascavitisGothe,newNode
皮毛标本虫,newNode
90%晶体敌百虫1500倍液,newNode
40％多硫悬浮剂,newNode
18％杀虫双水剂,newNode
长江流域和南方稻区,newNode
PucciniastriiformisWest.f.sp.triticiEriksetHenn.,newNode
棉卷蛾,newNode
药用植物金银花(忍冬）白粉病,newNode
稻生茎点霉,newNode
甘薯蜡龟甲指名亚种,newNode
茶树茶网蝽,newNode
茄果类蔬菜,newNode
稻株下部叶鞘和茎秆,newNode
早熟禾,newNode
棉花黑根病,newNode
种仁,newNode
高粱豹纹病,newNode
25％爱卡士乳油1200倍液,newNode
45％特克多悬浮剂4000倍液,newNode
绿豆叶斑病,newNode
根颈部,newNode
Fusariumoxysporumf．sp．lini(Bolley)SnyderetHansers,newNode
北限未过南岭,newNode
70%甲基硫菌灵可湿性粉剂500倍液,newNode
Cochliobolusmiyabeanus(Itoetkuribayashi)DrechslerexDastur,newNode
64％杀毒矾M8可湿性粉剂500倍液,newNode
蔷蔽盘二孢,newNode
黄眶离缘姬蜂,newNode
铁嘴,newNode
36％甲基硫菌灵,newNode
58%倍得可湿性粉剂,newNode
香豌豆,newNode
东方行军蚁,newNode
ScotogrammatrifoliiRottemberg,newNode
甘蓝,newNode
48―52℃温水,newNode
啮齿目,newNode
药用植物丹参疫病,newNode
高梁指梗霉,newNode
20％康福多浓可溶剂3000―4000倍液,newNode
竹叶草,newNode
70%代森锰锌可湿性粉剂500倍液,newNode
20％绿保素(螨虫素十辛硫磷)乳油3000―4000倍液,newNode
茶苗根结线虫病,newNode
粒肩天牛,newNode
Phopalosiphumpadi(Linnaeus),newNode
T.flavidus,newNode
Chi10infuscatellus(Snellen),newNode
药用植物玫瑰、月季白粉病,newNode
上海,newNode
硫酸亚铁,newNode
AutographanigrisignaWalker,newNode
天津,newNode
CercosporidiumstateofMycosphaerllaberkeleyiW.A.Jinkins,newNode
小麦立枯病,newNode
胡萝卜欧文氏菌甜菜亚种,newNode
50％杀螟硫磷乳油900倍液,newNode
糠心病,newNode
猎蝽,newNode
辽宁以南各稻区,newNode
灯蛾科,newNode
40%拌种双可湿性粉剂,newNode
0.9％爱福丁乳油2000倍液,newNode
巨须螨,newNode
20%菊杀乳油2000倍液,newNode
AscochytapisiLibert,newNode
块根上幼嫩表皮,newNode
80％磷胺乳油2000倍液,newNode
黄蘖生尾孢,newNode
Wheatsoil-bornemosaicvirus,newNode
绣花草,newNode
粉炒科,newNode
宁夏,newNode
蚕豆(BBWV)萎蔫病毒病,newNode
20％三唑酮(粉锈宁)乳油1000倍液,newNode
50％甲基托布津,newNode
OstrinianarynensisMutuuraetMunroe,newNode
40%禾枯灵30-40g,newNode
1．5％1605粉剂,newNode
50％多菌灵胶悬剂600倍液,newNode
高粱长粒黑稿病,newNode
1.8%爱福丁乳油1000倍液,newNode
Peanutstuntvirus,newNode
大尺蠖,newNode
40％敌·马乳油1500倍液,newNode
多种杂草,newNode
细条病,newNode
T.clarus,newNode
20％菊?杀乳油500一800倍液,newNode
桑夜蛾,newNode
亮蓟马,newNode
君达菜,newNode
野生植物,newNode
剥去壳皮的果实,newNode
25％双硫磷或杀螟松乳油500倍液,newNode
甘蔗蚜,newNode
50%多菌灵湿性粉剂,newNode
紫锈蜘蛛,newNode
褐座坚壳,newNode
玉米叶斑病,newNode
山扁豆生棒孢,newNode
护颖,newNode
50％硫菌灵,newNode
小红瓢虫,newNode
80％二氯异丙醚乳油,newNode
水稻稻纵卷叶螟,newNode
1.5％植病灵E号乳剂1000倍液,newNode
亚麻、胡麻立枯病,newNode
证豆,newNode
东方蛀果蛾,newNode
波美l。石硫合剂,newNode
菜心,newNode
草蛉,newNode
北洋参,newNode
玉米指疫霉病,newNode
黄梢病,newNode
药用植物害虫角蜡蚧,newNode
活血祛瘀、祛风利湿、解毒、消积,newNode
茎秆第一节,newNode
50%抗蚜威乳油2000倍液,newNode
东面滨海,newNode
Noto10phusaustralisposticusWalker,newNode
"Erwiniachrysanthemipv.zeae(Sabet)Victria,ArboledaetMunoz.",newNode
40％甲基异柳磷乳油1500倍液,newNode
20％复方浏阳霉素乳油1000―1500倍液,newNode
15%立枯灵液剂,newNode
蚌盾蚧,newNode
茶茸毒蛾,newNode
桑叶下表皮,newNode
20丸高氯·马乳油2000倍液,newNode
扁秆草,newNode
大腮鼠,newNode
高粱球腔菌,newNode
棉条蓑蛾,newNode
棉榔头,newNode
地边,newNode
Humulusscandens(Lour．)Merr．,newNode
粉虱匀鞭蚜小蜂,newNode
Gibberellafujikuroi(Saw.)Wollenw,newNode
58%甲霜灵?锰锌可湿性粉剂500倍液,newNode
枝梢,newNode
豆鼠子,newNode
马铃薯金线虫(金色球胞囊线虫),newNode
甲萘威,newNode
Tyrophagusputrescentiae(Schrank),newNode
A．couroupaLesson,newNode
甘蔗黄斑病,newNode
M.acroneaCoetzee,newNode
花毛虫,newNode
桑枝顶芽幼叶,newNode
AscochytapisiLib.,newNode
粟(谷子)立枯病,newNode
PandemisribeanaHubner,newNode
10％二氯苯醚菊酯,newNode
F．liniBolley,newNode
F.orthocerasAppel.etWollenweber,newNode
黄腐酸,newNode
80%炭疽福美可湿性粉剂800倍液,newNode
狼尾草腥黑粉菌,newNode
华北平原,newNode
银斑姜蝶,newNode
58％甲霜灵。锰锌可湿性粉剂500倍液,newNode
玉蜀黍节壶菌,newNode
消热解毒,newNode
50%福美锌可湿性粉剂,newNode
25％灭螨猛可湿性粉剂,newNode
速效磷肥,newNode
大豆胞囊线虫,newNode
5％速克灵,newNode
47%加瑞农可湿性粉剂800倍液,newNode
Diglyphusisaea,newNode
50%甲基硫菌灵,newNode
桑炭疽病,newNode
斯氏叶枯病,newNode
药用植物山茶花灰霉病,newNode
Corynesporacassiicola(Berk.etCurt.)Wei,newNode
大麦缺素症,newNode
(EotetranychussuginamensisYokoyame),newNode
黑毛虫,newNode
大麦条锈病,newNode
豆饼,newNode
Tenebroidesmauritanicus(Linnaeus),newNode
离斑棉红蝽,newNode
25％粉锈宁可湿性粉剂500―600倍液,newNode
长蝽科,newNode
5％菌毒清水剂400倍液,newNode
赤豆,newNode
药用植物黄连白粉病,newNode
根体,newNode
茶紫瘿蜗,newNode
榆黄毛萤叶甲,newNode
细菌性黑斑病,newNode
芦苇柄锈菌,newNode
稻柱香菌,newNode
10%吡虫啉可湿性粉剂,newNode
封顶虫,newNode
人粪尿,newNode
25％爱卡士乳油,newNode
螳螂,newNode
豆荚,newNode
Bipolarismaydis(NisikadoetMiyake)Shoeml,newNode
PopilliafiarosellataFairmaire,newNode
30%绿得保悬浮液400倍液,newNode
麻毛虫,newNode
2%甲基异柳磷粉,newNode
灰包,newNode
枣步曲,newNode
中部茎秆,newNode
山东沿海,newNode
45％百菌清烟剂,newNode
粉蚧科,newNode
Pseudoperonosporahumuli(MiyabeetTak．)Wils．,newNode
抗霜剂1号,newNode
CryptotheleavariegataSnellen,newNode
点星病,newNode
40％久效磷乳油2500倍液,newNode
桑树拟菱纹叶蝉,newNode
0.1%或0.15%氟氯氰颗粒剂,newNode
菜蚤,newNode
Gesonulapunctifrons(Stdl),newNode
东径110,newNode
ColeosporiumxanthoxyliDietetSyd．,newNode
77%可杀得可湿性微粒粉剂500倍液,newNode
卷叶虫,newNode
50%敌菌灵可湿性粉,newNode
TyphulaincarnataLaschexFr.,newNode
2.5％敌百虫粉,newNode
地下部,newNode
药用植物小茴香猝倒病,newNode
Rhynchosporiumsecalis(Oudem.)Davis,newNode
花秆,newNode
69%安克?锰锌可湿性粉剂900-1000售液,newNode
Ditylenchusdestructor(Thorne),newNode
丁硫克百咸,newNode
Plusiani(Hubner),newNode
CylindrospoiumdioscoreaeMiyabeetS．It0.,newNode
灰斑病,newNode
0．12％天力E号(灭虫丁)可湿性粉剂l000倍液,newNode
我国中、南部稻麦两作区,newNode
Pomaceacanaliculata,newNode
东北,newNode
15％扫蜗净乳油3000一4000倍液,newNode
水边湿地,newNode
75％百菌清可湿性粉剂600―700倍液,newNode
养血祛风,newNode
梅花,newNode
50%甲胺磷乳油1000倍液,newNode
藻类,newNode
L．pullataFrick,newNode
锥腹小蜂,newNode
茶黄毒蛾,newNode
粟尾孢,newNode
50％苯菌灵可湿性粉剂800倍液,newNode
每克含活孢子48亿的青虫菌粉,newNode
75％辛硫磷乳油2000倍液,newNode
油菜巴楚菜蝽,newNode
疣顶单胞锈,newNode
腊梅,newNode
根腐病,newNode
溴敌隆,newNode
5％抑太保2000倍液,newNode
65％代森锌可湿性粉剂,newNode
我国,newNode
10%歼灭乳油1500～2000倍液,newNode
红薯,newNode
AspergillusnigerVanTiegh,newNode
50％对硫磷乳油,newNode
GibberellazearSchw．Petch．,newNode
条割,newNode
燕麦秆锈菌,newNode
AcherontialachesisFabricius,newNode
马齿苋科一年生肉质草本植物,newNode
丁香假单胞杆菌角斑专化型,newNode
大螟,newNode
稻米,newNode
唇形科,newNode
接合菌亚门真菌,newNode
25％甲霜灵可湿性粉剂1000倍液,newNode
非洲大蜗牛,newNode
石楠,newNode
Laodelphaxstriatellus(Fallen),newNode
40％拌种双粉剂,newNode
3％甲基硫环磷颗粒剂,newNode
麦娘娘,newNode
北部粟、黍分布区,newNode
25％爱卡士乳油1000一1500倍液,newNode
桅子,newNode
蜀黍须,newNode
花生丝枝病,newNode
咖啡木蠹蛾,newNode
叶片背面,newNode
解毒,newNode
BuzurasuppressariaGuenee,newNode
幼叶,newNode
薄荷生壳针孢,newNode
全国各植桑区,newNode
叩头虫,newNode
CiboriashiraianaP.Henn．,newNode
90％快灵可溶性粉剂3500倍液,newNode
40％辉丰1号乳油,newNode
农用硫酸链霉素可溶性粉剂4000倍液,newNode
3％呋喃丹颗粒剂20kg,newNode
中华木衣藓,newNode
蓖麻夜蛾,newNode
40％毒死蚜乳油1000倍液,newNode
藜短胖孢,newNode
10%抗蚜威10g,newNode
麻小红蛱蝶,newNode
全国各产茶区,newNode
药用植物害虫姜弄蝶,newNode
路边,newNode
桑树桑园斜纹夜蛾,newNode
LuperodessuturalisnigrobilineataMotschulsky,newNode
药用植物牛蒡花叶病,newNode
ParnaraguttataBremeretGrey,newNode
下表皮,newNode
酒曲,newNode
绿翅脊萤叶甲,newNode
各部位,newNode
落花生痂圆孢菌,newNode
赤眼蜂,newNode
1.5%―2%的尿素水溶液,newNode
50％马拉硫磷乳油1000-2000倍液,newNode
任何部位,newNode
棕榈,newNode
甘薯根腐病,newNode
芹菜,newNode
CercosporafagopyriNakataetTakimoto,newNode
调中理气、生津润燥、解热除烦、活血消肿,newNode
69％安克锰锌可湿性粉剂或水分散粒剂1000倍液,newNode
50%多福混合粉,newNode
隐纹谷弄蝶,newNode
蚕豆根腐病,newNode
Be10nolaimus10ngicaudatusRau,newNode
20％甲氰菊酯乳油2000―3000倍液,newNode
红圆肾盾蚧,newNode
50％速克灵,newNode
硫酸铵,newNode
清热解毒、利尿消肿、凉血,newNode
HypomecessquamosusFabricius,newNode
茶树茶细蛾,newNode
40％杜邦福星乳油8000倍液,newNode
河南郑州,newNode
麦种蝇,newNode
紫秆病,newNode
20%叶蝉散乳油500倍液,newNode
冰核细菌,newNode
条斑病菌,newNode
0.5％一1％过磷酸钙水溶液,newNode
麦田斑须蝽,newNode
蕹菜,newNode
野酒花,newNode
40%乐果乳油1500倍液,newNode
AnomisflavaFabricius,newNode
油菜黄曲条跳甲和土库曼跳甲,newNode
Pythiumaphanidermatum(Eds.)Fitz.,newNode
烂麦头,newNode
70%甲霜灵?福美双可湿性粉剂600-800倍液,newNode
黍、稷(糜子)立枯病,newNode
40％乐果乳油l000倍液,newNode
滑石粉,newNode
清热止血、解毒消肿、散结,newNode
眼点病,newNode
榆叶梅,newNode
L.pulataFrick，L．mundeFrick,newNode
浙江金华,newNode
50％甲基1605乳油,newNode
RTBV,newNode
10％病毒王可湿性粉剂600倍混合液,newNode
水稻普通矮缩病,newNode
2．5％亚胺硫磷粉剂,newNode
一字纹稻弄蝶,newNode
25%三唑酮(粉锈宁)可湿粉75g,newNode
药用植物葛（粉葛）细菌性叶斑病,newNode
尺蠖蛾科,newNode
盾蚧科,newNode
粟单胞锈菌,newNode
大麦云纹病,newNode
玉米穗腐病,newNode
50%多霉灵可湿性粉剂800倍液(万霉灵2＃),newNode
药用植物害虫红棕灰夜蛾,newNode
大米,newNode
Peanutstripvirus,newNode
20％杀螨酯可湿性粉剂1000倍液,newNode
50％扑海因(异菌脲)可湿性粉剂1500倍液,newNode
42％特力克乳油,newNode
唐菖蒲,newNode
台湾青铜金龟,newNode
卵形短须螨,newNode
14％络氨铜水剂350倍液,newNode
黄瘦蚊,newNode
StephanitischinensisDrake,newNode
20％扑虫净,newNode
CalomycterusobconicusChao.,newNode
2．5％敌杀死乳油4000一5000倍液,newNode
散寒除湿、温经止血,newNode
30％敌百虫乳油500倍液,newNode
内蒙,newNode
Tilletiasetaring,newNode
桑苗根颈部,newNode
韭蛆,newNode
25％爱卡士乳油1500倍液,newNode
全株,newNode
20%蔬果磷300倍液,newNode
玉米黑粉病,newNode
高粱根结线虫,newNode
2．5％天王星乳油3000倍液,newNode
芦头,newNode
霜脲锰锌可湿性粉剂800―l000倍液,newNode
丹麦霜霉菌,newNode
角肩蝽,newNode
70%甲基硫菌灵(甲基托布津)可湿性粉剂800倍液,newNode
瘤黑粉病,newNode
5％杀虫畏粉,newNode
呋喃丹等种衣剂,newNode
药用植物量天尺枯萎腐烂病,newNode
稻蛀茎夜蛾,newNode
矮稻,newNode
根茎部,newNode
理气健胃、燥湿化痰,newNode
20％扫螨净(哒螨灵、速螨酮)可湿性粉剂,newNode
Atheliaolfsii(Curzi)Tu.＆Kimbrough．,newNode
清热利湿、活血调经，解毒消肿,newNode
P．capsiciL．,newNode
黄胸鼠,newNode
10%双效灵水剂300倍液,newNode
曼陀罗壳二孢,newNode
Pucciniagraminisvar.secalisEriksetHenn.,newNode
豆蚜,newNode
1∶1∶120_200倍式波尔多液,newNode
豌豆炭涸菌,newNode
HolotrichiasauteriMoser,newNode
蟾蜍,newNode
一种盘多毛孢属真菌,newNode
PHizoctoniasolaniKuhn,newNode
扭叶病,newNode
黑点束病,newNode
"Monographellaalbescens(Th&uuml;men)Parkinson,SivanesanetBooth=Phragmospermasp.;Micronectriella(Calonectria)nivalis(Schaffn.)&nbsp;C.Bvoth;MetasphaeriaalbescensTh&uuml;men",newNode
1．5％对硫磷粉,newNode
25%丙环唑(敌力脱)乳油2000倍液,newNode
赤斑沫蝉,newNode
白蟥,newNode
50％敌敌畏乳油50倍液,newNode
甘薯冻害,newNode
HomoeosomanebulellaHubner,newNode
幼胚,newNode
Aleurodesvaporariorum,newNode
油菜黄单胞菌大麦致病变种(大麦细菌条斑病黄单胞菌),newNode
Barleyyellowdwarfviru；,newNode
大豆叶斑病,newNode
30%碱式硫酸铜(绿得保)悬浮剂400-500倍液,newNode
瘿蚊科,newNode
花金龟科,newNode
底叶,newNode
食螨瓢虫,newNode
北京油葫芦,newNode
掘氏疫霉,newNode
果实,newNode
2．5％溴氰菊酪乳油2000一2500倍液,newNode
50％速克灵可湿性粉剂1500一2000倍液,newNode
小麦纹枯病,newNode
PucciniasorghiSchwl,newNode
SmynthurodesbetaeWestwood,newNode
Haplothripsaculeatus(Febricius),newNode
Fusariumoxysporumvar．redolens(Wollenw．)Gordon,newNode
塔六点蓟马,newNode
咖啡豹蠹蛾,newNode
L.canomarginisFrick,newNode
蚜绒螨,newNode
尖头炸锰,newNode
Ricestipevirus,newNode
77％可杀得可湿性微粒粉剂400一500倍液,newNode
见城黑粉菌,newNode
80％敌敌畏乳油500一600倍液,newNode
茄类镰孢,newNode
0％杀螟松乳油100ml对水400kg,newNode
破叶疯,newNode
桑根结线虫病,newNode
PennisetumflaccidumGriseb．,newNode
桑树氟化物中毒,newNode
用酵素菌沤制的堆肥,newNode
主茎,newNode
乌柏,newNode
ExobasidiumreticulatumltoetSawl,newNode
棉花棉田烟蓟马,newNode
鞘翅目,newNode
田菁胶粉,newNode
黄河,newNode
Periconiacircinata(Mangin)Sacc．,newNode
6％春雷霉素可湿性粉剂,newNode
铜克螂,newNode
梨小蛀果蛾,newNode
栋类,newNode
65％甲霉灵可湿性粉剂800倍液,newNode
桑树桑虎天牛,newNode
50%马拉硫磷乳油1000～1500倍液,newNode
